39 50 0
39.0525 50 0
39.105 50 0
39.1575 50 0
39.21 50 0
39.2625 50 0
39.315 50 0
39.3675 50 0
39.42 50 0
39.4725 50 0
39.525 50 0
39.5775 50 0
39.63 50 0
39.6825 50 0
39.735 50 0
39.7875 50 0
39.84 50 0
39.8925 50 0
39.945 50 0
39.9975 50 0
40.05 50 0
40.1025 50 0
40.155 50 0
40.2075 50 0
40.26 50 0
40.3125 50 0
40.365 50 0
40.4175 50 0
40.47 50 0
40.5225 50 0
40.575 50 0
40.6275 50 0
40.68 50 0
40.7325 50 0
40.785 50 0
40.8375 50 0
40.89 50 0
40.9425 50 0
40.995 50 0
41.0475 50 0
41.1 50 0
41.1525 50 0
41.205 50 0
41.2575 50 0
41.31 50 0
41.3625 50 0
41.415 50 0
41.4675 50 0
41.52 50 0
41.5725 50 0
41.625 50 0
41.6775 50 0
41.73 50 0
41.7825 50 0
41.835 50 0
41.8875 50 0
41.94 50 0
41.9925 50 0
42.045 50 0
42.0975 50 0
42.15 50 0
42.2025 50 0
42.255 50 0
42.3075 50 0
42.36 50 0
42.4125 50 0
42.465 50 0
42.5175 50 0
42.57 50 0
42.6225 50 0
42.675 50 0
42.7275 50 0
42.78 50 0
42.8325 50 0
42.885 50 0
42.9375 50 0
42.99 50 0
43.0425 50 0
43.095 50 0
43.1475 50 0
43.2 50 0
43.2525 50 0
43.305 50 0
43.3575 50 0
43.41 50 0
43.4625 50 0
43.515 50 0
43.5675 50 0
43.62 50 0
43.6725 50 0
43.725 50 0
43.7775 50 0
43.83 50 0
43.8825 50 0
43.935 50 0
43.9875 50 0
44.04 50 0
44.0925 50 0
44.145 50 0
44.1975 50 0
44.25 50 0
44.3025 50 0
44.355 50 0
44.4075 50 0
44.46 50 0
44.5125 50 0
44.565 50 0
44.6175 50 0
44.67 50 0
44.7225 50 0
44.775 50 0
44.8275 50 0
44.88 50 0
44.9325 50 0
44.985 50 0
45.0375 50 0
45.09 50 0
45.1425 50 0
45.195 50 0
45.2475 50 0
45.3 50 0
45.3525 50 0
45.405 50 0
45.4575 50 0
45.51 50 0
45.5625 50 0
45.615 50 0
45.6675 50 0
45.72 50 0
45.7725 50 0
45.825 50 0
45.8775 50 0
45.93 50 0
45.9825 50 0
46.035 50 0
46.0875 50 0
46.14 50 0
46.1925 50 0
46.245 50 0
46.2975 50 0
46.35 50 0
46.4025 50 0
46.455 50 0
46.5075 50 0
46.56 50 0
