0.6 50 0
0.7485 50 0
0.897 50 0
1.0455 50 0
1.194 50 0
1.3425 50 0
1.491 50 0
1.6395 50 0
1.788 50 0
1.9365 50 0
2.085 50 0
2.2335 50 0
2.382 50 0
2.5305 50 0
2.679 50 0
2.8275 50 0
2.976 50 0
3.1245 50 0
3.273 50 0
3.4215 50 0
3.57 50 0
3.7185 50 0
3.867 50 0
4.0155 50 0
4.164 50 0
4.3125 50 0
4.461 50 0
4.6095 50 0
4.758 50 0
4.9065 50 0
5.055 50 0
5.2035 50 0
5.352 50 0
5.5005 50 0
5.649 50 0
5.7975 50 0
5.946 50 0
6.0945 50 0
6.243 50 0
6.3915 50 0
6.54 50 0
6.6885 50 0
6.837 50 0
6.9855 50 0
7.134 50 0
7.2825 50 0
7.431 50 0
7.5795 50 0
7.728 50 0
7.8765 50 0
8.025 50 0
8.1735 50 0
8.322 50 0
8.4705 50 0
8.619 50 0
8.7675 50 0
8.916 50 0
9.0645 50 0
9.213 50 0
9.3615 50 0
9.51 50 0
9.6585 50 0
9.807 50 0
9.9555 50 0
10.104 50 0
10.2525 50 0
10.401 50 0
10.5495 50 0
10.698 50 0
10.8465 50 0
10.995 50 0
11.1435 50 0
11.292 50 0
11.4405 50 0
11.589 50 0
11.7375 50 0
11.886 50 0
12.0345 50 0
12.183 50 0
12.3315 50 0
12.48 50 0
12.6285 50 0
12.777 50 0
12.9255 50 0
13.074 50 0
13.2225 50 0
13.371 50 0
13.5195 50 0
13.668 50 0
13.8165 50 0
13.965 50 0
14.1135 50 0
14.262 50 0
14.4105 50 0
14.559 50 0
14.7075 50 0
14.856 50 0
15.0045 50 0
15.153 50 0
15.3015 50 0
15.45 50 0
15.5985 50 0
15.747 50 0
15.8955 50 0
16.044 50 0
16.1925 50 0
16.341 50 0
16.4895 50 0
16.638 50 0
16.7865 50 0
16.935 50 0
17.0835 50 0
17.232 50 0
17.3805 50 0
17.529 50 0
17.6775 50 0
17.826 50 0
17.9745 50 0
18.123 50 0
18.2715 50 0
18.42 50 0
18.5685 50 0
18.717 50 0
18.8655 50 0
19.014 50 0
19.1625 50 0
19.311 50 0
19.4595 50 0
19.608 50 0
19.7565 50 0
19.905 50 0
20.0535 50 0
20.202 50 0
20.3505 50 0
20.499 50 0
20.6475 50 0
20.796 50 0
20.9445 50 0
21.093 50 0
21.2415 50 0
21.39 50 0
21.5385 50 0
21.687 50 0
21.8355 50 0
21.984 50 0
22.1325 50 0
22.281 50 0
22.4295 50 0
22.578 50 0
22.7265 50 0
22.875 50 0
23.0235 50 0
23.172 50 0
23.3205 50 0
23.469 50 0
23.6175 50 0
23.766 50 0
23.9145 50 0
24.063 50 0
24.2115 50 0
24.36 50 0
24.5085 50 0
24.657 50 0
24.8055 50 0
24.954 50 0
25.1025 50 0
25.251 50 0
25.3995 50 0
25.548 50 0
25.6965 50 0
25.845 50 0
25.9935 50 0
26.142 50 0
26.2905 50 0
26.439 50 0
26.5875 50 0
26.736 50 0
26.8845 50 0
27.033 50 0
27.1815 50 0
27.33 50 0
27.4785 50 0
27.627 50 0
27.7755 50 0
27.924 50 0
28.0725 50 0
28.221 50 0
28.3695 50 0
28.518 50 0
28.6665 50 0
28.815 50 0
28.9635 50 0
29.112 50 0
29.2605 50 0
29.409 50 0
29.5575 50 0
29.706 50 0
29.8545 50 0
30.003 50 0
30.1515 50 0
30.3 50 0
30.4485 50 0
30.597 50 0
30.7455 50 0
30.894 50 0
31.0425 50 0
31.191 50 0
31.3395 50 0
31.488 50 0
31.6365 50 0
31.785 50 0
